Page Name,Word-Level Accuracy,Character-Level Accuracy,Word-Level Errors,Character-Level Errors
,98.11,97.56,4,46
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
,0,0,0,0
page-100,100,100,0,0
 ,Average Accuracy (Word level),Average Accuracy (Character-Level),Average Errors (Word level),Average Errors (Character-Level),
 ,9.005,8.98,0,2
